entrevista,source,target,etiqueta,n
\199-VI-00024.json,Ecuador,Quito,N81 Exilio - Retorno - Voluntario|Afrontamientos - Personales|,1
\199-VI-00024.json,Ecuador,Valle del Guamuez,Afrontamientos - Personales|N81 Exilio - Víctimas exterior|,1
\199-VI-00024.json,Putumayo,Ecuador,N81 Exilio - Retorno - Voluntario|,1
\199-VI-00024.json,Putumayo,Putumayo,Afrontamientos - Personales|N81 Exilio - Víctimas exterior|,1
\199-VI-00024.json,Putumayo,Quito,N81 Exilio - Retorno - Voluntario|,1
\199-VI-00024.json,Putumayo,Valle del Guamuez,Afrontamientos - Personales|N81 Exilio - Víctimas exterior|,1
\199-VI-00024.json,Putumayo,Valle del Guamuez,N81 Exilio - Víctimas exterior|,1
\199-VI-00052.json,Caracas,Venezuela,N81 Exilio - Estatus migratorio - Otros|,1
\199-VI-00052.json,Venezuela,Caracas,N81 Exilio - Retorno - Pendular|,1
\199-VI-00052.json,Venezuela,Caracas,N81 Exilio - Retorno - Voluntario|,1
\199-VI-00052.json,Venezuela,Venezuela,N81 Exilio - Retorno - Pendular|,1
\200-VI-00030.json,Canadá,Armenia,N81 Exilio - Exilio|,1
\202-VI-00004.json,Colombia,España,N81 Exilio - Relaciones cultura de acogida - Desarraigo|,1
\202-VI-00004.json,Colombia,Italia,N81 Exilio - Relaciones cultura de acogida - Desarraigo|,1
\202-VI-00004.json,Italia,España,N81 Exilio - Relaciones cultura de acogida - Desarraigo|,1
\203-VI-00005.json,Drummondville,Canadá,N81 Exilio - Impactos familiares|,1
\203-VI-00005.json,Drummondville,"Granby, Quebec",N81 Exilio - Impactos familiares|,1
\203-VI-00005.json,Drummondville,"OtawA, Gatineau",N81 Exilio - Impactos familiares|,1
\203-VI-00005.json,Drummondville,Santa Marta,N81 Exilio - Impactos familiares|,1
\203-VI-00005.json,España,Canadá,N81 Exilio - Impactos familiares|,1
\203-VI-00005.json,España,Drummondville,N81 Exilio - Impactos familiares|,1
\203-VI-00005.json,España,"Granby, Quebec",N81 Exilio - Impactos familiares|,1
\203-VI-00005.json,España,"OtawA, Gatineau",N81 Exilio - Impactos familiares|,1
\203-VI-00005.json,España,Santa Marta,N81 Exilio - Impactos familiares|,1
\203-VI-00005.json,"OtawA, Gatineau",Canadá,N81 Exilio - Impactos familiares|,1
\203-VI-00005.json,"OtawA, Gatineau","Granby, Quebec",N81 Exilio - Impactos familiares|,1
\203-VI-00005.json,"OtawA, Gatineau",Santa Marta,N81 Exilio - Impactos familiares|,1
\223-VI-00005.json,Costa Rica,Colombia,N81 Exilio - Exilio - Víctimas exterior|,1
\229-VI-00052.json,Suiza,Cali,N81 Exilio - Exilio|,1
\229-VI-00052.json,Suiza,Yumbo,N81 Exilio - Exilio|,1
\235-VI-00005.json,Barranquilla,Venezuela,N81 Exilio - Exilio|,1
\257-VI-00001.json,España,Estados Unidos,N81 Exilio - Exilio|,1
\257-VI-00001.json,España,Melgar,N81 Exilio - Exilio|,1
\257-VI-00001.json,País Vasco,Santander,N81 Exilio - Exilio|,1
\257-VI-00001.json,País Vasco,Valencia,N81 Exilio - Exilio|,1
\257-VI-00001.json,San Sebastián,Bilbao,N81 Exilio - Estatus migratorio - Solicitante protección internacional|,1
\276-VI-00001.json,Armenia,Canadá,N81 Exilio - Retorno - Voluntario|N81 Exilio - Exilio|N1 Democracia - Violencia Política|,1
\276-VI-00001.json,Armenia,Colombia,N81 Exilio - Retorno - Voluntario|N81 Exilio - Exilio|N1 Democracia - Violencia Política|,1
\276-VI-00001.json,Armenia,Montreal,N81 Exilio - Retorno - Voluntario|N81 Exilio - Exilio|N1 Democracia - Violencia Política|,1
\276-VI-00001.json,Colombia,Canadá,N81 Exilio - Retorno - Voluntario|N81 Exilio - Exilio|N1 Democracia - Violencia Política|,1
\276-VI-00001.json,Colombia,Montreal,N81 Exilio - Retorno - Voluntario|N81 Exilio - Exilio|N1 Democracia - Violencia Política|,1
\276-VI-00001.json,España,Andalucía,N81 Exilio - Exilio|Hechos - Amenaza a la Vida - Amenaza Llamada Telefonica|N42 Despojo - Dinámicas urbanas del despojo y el desplazamiento - Desplazamiento intraurbano|N1 Democracia - Violencia Política|,1
\276-VI-00001.json,España,Bogotá,N81 Exilio - Exilio|Hechos - Amenaza a la Vida - Amenaza Llamada Telefonica|N42 Despojo - Dinámicas urbanas del despojo y el desplazamiento - Desplazamiento intraurbano|N1 Democracia - Violencia Política|,1
\276-VI-00001.json,Montreal,Canadá,N81 Exilio - Exilio|N81 Exilio - Impactos individuales|N1 Democracia - Violencia Política|,1
\276-VI-00004.json,Francia,Europa,N3 Actores - Accionar del AA - Retenes|N81 Exilio - Retorno|,1
\276-VI-00004.json,Francia,Pereira,N3 Actores - Accionar del AA - Retenes|N81 Exilio - Retorno|,1
\276-VI-00004.json,Pereira,Europa,N3 Actores - Accionar del AA - Retenes|N81 Exilio - Retorno|,1
\348-VI-00001.json,Canadá,Canadá,N81 Exilio - Institucionalidad|,1
\348-VI-00001.json,Canadá,Toronto,N81 Exilio - Institucionalidad|,1
\488-VI-00002.json,Suiza,España,N81 Exilio - Trayectorias  - Reasentamiento|,1
\488-VI-00002.json,Valencia,Madrid,N81 Exilio - Trayectorias|,1
\725-VI-00001.json,Bélgica,Argentina,N81 Exilio - Retorno - Voluntario|,1
\725-VI-00001.json,Colombia,"Filadelfia,",N81 Exilio - Estatus migratorio - Otros|,1
\725-VI-00001.json,Washington,Argentina,N81 Exilio - Retorno - Voluntario|,1
\725-VI-00001.json,Washington,Bélgica,N81 Exilio - Retorno - Voluntario|,1
